date,cn_PM10,seoul_PM10,seoul_wd,seoul_ws,china_wd,china_ws
2015010117,59,40,WSW,4.9,S,1.6
2015010118,76,38,WSW,4.2,SW,1
2015010119,97,36,WNW,5.4,W,0.2
2015010120,120,33,WNW,2.4,NNE,1.6
2015010121,160,34,WNW,3.2,NNE,1.5
2015010122,162,35,WNW,5.5,NW,0.5
2015010123,139,29,W,4.0,NNE,2
2015010200,96,21,W,2.4,NE,3.2
2015010201,73,25,NNW,1.1,NE,3
2015010202,65,24,W,1.8,NNE,2.9
2015010203,62,22,WSW,1.7,NE,2.6
2015010204,40,23,WSW,2.2,NE,2.7
2015010205,29,20,W,1.7,NE,1.6
2015010206,20,26,W,2.9,NE,1.6
2015010207,13,24,W,1.6,NNE,1.2
2015010208,11,27,WNW,1.5,NNE,0.8
2015010209,16,26,W,3.0,NNE,1.6
2015010210,25,25,WNW,2.7,NNE,3.2
2015010211,21,28,W,3.4,NNE,2.3
2015010212,5,27,W,5.0,NNE,2.7
2015010213,5,29,WNW,6.0,N,2.1
2015010214,6,31,WNW,5.8,ENE,1.6
2015010215,6,35,WNW,5.1,S,2
2015010216,16,28,W,5.1,SSW,1.8
2015010217,NA,31,W,4.3,S,1.7
2015010218,68,30,W,4.7,SW,1.7
2015010219,138,31,W,4.6,SSW,0.8
2015010220,133,33,WNW,3.1,SSE,1.2
2015010221,127,44,NW,2.4,SE,0.9
2015010222,145,32,WNW,2.6,SE,1.1
2015010223,169,34,NW,2.6,SE,1.2
2015010300,173,35,W,3.1,SE,1.6
2015010301,187,37,W,2.1,SE,0.8
2015010302,192,32,W,0.6,E,0.6
2015010303,200,38,NW,1.1,N,0
2015010304,186,34,NW,0.8,NNW,0.9
2015010305,181,31,NE,1.9,NNE,2
2015010306,157,27,N,0.4,NNE,1
2015010307,152,35,N,0.4,WNW,0.9
2015010308,145,36,NNE,1.0,NW,1
2015010309,143,40,NE,2.5,NW,0.6
2015010310,139,43,NE,2.3,N,1
2015010311,139,54,ENE,2.5,ENE,1
2015010312,107,43,ENE,2.4,ESE,1.7
2015010313,117,39,ENE,2.8,SSW,0.8
2015010314,139,43,ENE,1.8,N,0.2
2015010315,150,45,NNE,1.0,SW,1.3
2015010316,149,34,SW,2.6,WSW,1
2015010317,154,32,SW,4.3,N,0
2015010318,175,26,SW,1.6,N,1
2015010319,239,25,SW,2.4,WSW,0.8
2015010320,214,25,SW,3.0,ENE,0.2
2015010321,202,42,SSW,3.4,S,0.8
2015010322,212,32,SW,2.9,NNE,0.5
2015010323,221,34,E,1.0,N,1.3
2015010400,252,31,SE,0.6,N,1.5
2015010401,199,35,ENE,1.1,N,1.4
2015010402,157,26,ENE,2.2,N,2.3
2015010403,148,31,NE,2.4,NNW,1.2
2015010404,152,36,NE,2.8,NW,1.3
2015010405,128,32,NE,2.2,N,2.1
2015010406,110,33,ENE,3.5,N,1.6
2015010407,103,33,ENE,3.0,NNE,2.5
2015010408,91,33,NE,3.1,NNE,1.9
2015010409,87,35,ENE,2.5,NNE,2.6
2015010410,88,33,NE,3.2,SSE,1.1
2015010411,92,32,NE,2.6,E,1.1
2015010412,96,34,NE,2.3,N,0.6
2015010413,164,36,NE,2.6,SE,1.1
2015010414,150,31,E,0.8,E,2.2
2015010415,158,43,SSW,1.3,E,2
2015010416,NA,38,SSW,1.8,SE,1.5
2015010417,164,44,WNW,0.9,SE,1.5
2015010418,244,49,WNW,1.1,S,0.4
2015010419,312,52,N,0.4,SE,1.1
2015010420,340,56,NE,1.2,ESE,0.7
2015010421,319,62,NE,1.3,ESE,0.7
2015010422,263,76,NE,1.9,SE,1.4
2015010423,185,63,NE,2.2,N,0.1
2015010500,160,64,NE,2.7,NE,0.6
2015010501,241,58,NE,2.4,W,1.4
2015010502,249,57,NNE,1.7,SSW,0.5
2015010503,193,56,NE,2.3,S,0.3
2015010504,181,56,NNE,2.6,NNE,0.7
2015010505,220,53,ENE,2.7,N,0
2015010506,200,50,ENE,3.3,NW,0
2015010507,188,52,ENE,3.4,NE,1.3
2015010508,194,52,ENE,3.9,NNE,1.3
2015010509,235,55,ENE,3.4,WNW,1.1
2015010510,223,50,ENE,3.0,NW,1.5
2015010511,230,55,ENE,3.7,NW,1.6
2015010512,196,55,ENE,3.1,NNE,1.6
2015010513,138,55,ENE,3.6,N,2.6
2015010514,102,103,E,3.2,WNW,4
2015010515,94,112,ENE,2.3,NW,3.9
2015010516,149,106,NE,2.7,NW,4.6
2015010517,96,98,NE,2.9,NW,4.2
2015010518,57,99,NNE,2.0,NNW,2.8
2015010519,56,94,NNE,0.5,NW,4.2
2015010520,26,95,N,0.9,NW,3.2
2015010521,18,110,NW,1.6,NW,3.5
2015010522,17,104,N,1.6,WNW,4.2
2015010523,15,63,W,2.8,NNW,1.8
2015010600,58,74,W,1.9,NW,2.2
2015010601,15,89,NW,3.1,N,2.5
2015010602,49,86,W,3.4,N,3.2
2015010603,22,72,W,3.0,NE,2.4
2015010604,7,59,WNW,3.3,NE,2.5
2015010605,130,45,W,4.5,NNE,2
2015010606,6,38,WNW,5.8,NNE,2.5
2015010607,7,25,WNW,5.4,S,0.3
2015010608,114,21,WNW,5.8,NE,1.4
2015010609,31,27,WNW,5.0,N,1.9
2015010610,NA,43,WNW,5.1,NNE,2.1
2015010611,NA,44,WNW,4.4,NNE,2.4
2015010612,NA,42,WNW,5.3,ENE,2.2
2015010613,NA,32,WNW,4.7,WNW,2.7
2015010614,NA,38,WNW,5.5,WNW,4.3
2015010615,NA,37,WNW,5.0,WNW,3.2
2015010616,NA,32,W,5.3,SW,2.5
2015010617,NA,26,WNW,4.5,SW,1.3
2015010618,62,25,NE,1.6,S,1
2015010619,91,19,NW,4.1,N,0.2
2015010620,97,19,WNW,3.9,N,0
2015010621,119,37,NW,3.7,NW,0.5
2015010622,159,22,NNE,3.0,NNE,1.9
2015010623,152,17,NNE,3.3,N,1
2015010700,137,17,NNW,2.7,NE,1.4
2015010701,76,17,W,2.5,N,1.6
2015010702,40,15,WSW,1.0,NNE,2
2015010703,28,18,W,0.7,N,1.9
2015010704,22,15,W,2.6,NNE,1.1
2015010705,15,23,W,2.0,NNW,1.1
2015010706,14,25,W,3.0,ENE,2
2015010707,15,29,WNW,1.0,W,1
2015010708,22,29,W,3.0,NNW,0
2015010709,24,37,WNW,2.7,N,0.6
2015010710,29,38,NW,3.3,N,0.9
2015010711,39,47,WNW,3.9,NNE,0.7
2015010712,56,37,W,1.9,NNW,0.6
2015010713,41,34,W,3.2,SE,1
2015010714,46,45,WNW,3.4,E,1.2
2015010715,58,43,W,2.9,W,0.9
2015010716,63,38,WNW,2.5,WSW,0.7
2015010717,76,39,WNW,3.5,SSE,0.8
2015010718,96,37,NNW,1.4,N,0
2015010719,109,38,NNW,2.7,N,0
2015010720,116,41,NW,3.2,N,0
2015010721,139,37,NNW,4.2,SSE,1.1
2015010722,130,43,NW,3.6,ESE,0
2015010723,154,49,W,2.0,NNE,0.7
2015010800,192,48,WNW,2.2,N,0
2015010801,147,46,WNW,2.3,NNE,0.6
2015010802,149,49,W,1.4,NNE,0.8
2015010803,167,44,W,2.1,NNE,1.7
2015010804,153,49,W,2.5,NNE,1.5
2015010805,134,34,W,2.3,N,1.2
2015010806,103,38,W,1.5,N,1.3
2015010807,79,39,W,0.6,N,1.3
2015010808,97,32,NNW,0.9,N,1.4
2015010809,91,39,W,2.3,N,1.7
2015010810,83,33,NW,2.7,NNW,1.2
2015010811,88,44,WNW,4.3,NNW,1.3
2015010812,85,37,W,3.3,NNE,1.4
2015010813,90,33,W,3.8,S,1.6
2015010814,109,46,W,3.1,S,2.6
2015010815,121,45,WSW,3.8,S,2
2015010816,159,39,WNW,3.1,S,1.6
2015010817,245,51,WNW,3.4,ENE,0.7
2015010818,267,45,W,2.5,NE,2
2015010819,178,34,W,1.6,NE,1.4
2015010820,179,40,NW,1.1,ENE,0.2
2015010821,181,48,WNW,1.7,NNE,1
2015010822,185,44,WNW,1.4,NNW,0.9
2015010823,154,40,NW,0.8,NW,0.1
2015010900,175,40,NW,0.9,NNW,0.4
2015010901,230,35,WNW,1.2,NE,1
2015010902,226,35,WNW,1.2,NNE,1
2015010903,178,30,W,1.2,NW,0.5
2015010904,137,30,WNW,1.0,WSW,0.9
2015010905,114,28,W,1.0,WNW,1.2
2015010906,117,29,W,0.8,N,1.4
2015010907,40,31,NNE,0.7,N,1.6
2015010908,40,35,NNE,2.5,NNE,1.4
2015010909,45,51,NNE,1.5,NNE,2.5
2015010910,67,57,NNE,1.5,N,1.5
2015010911,32,66,WSW,0.9,WNW,1.8
2015010912,17,54,WSW,2.3,NNE,1.3
2015010913,23,47,W,3.7,NNE,1.7
2015010914,19,44,W,3.1,NNW,1.2
2015010915,21,53,W,3.1,ENE,2
2015010916,24,47,WSW,3.3,W,2.3
2015010917,29,43,W,3.4,W,1.3
2015010918,60,41,W,3.2,NNE,1.1
2015010919,61,37,W,2.6,N,0.7
2015010920,59,59,WSW,1.9,SSE,0.7
2015010921,92,52,W,1.6,N,0
2015010922,84,51,WNW,1.2,NE,1.2
2015010923,111,54,NW,2.6,NNW,0.8
2015011000,103,42,NW,1.4,N,1.2
2015011001,102,40,N,1.5,N,1.3
2015011002,99,39,W,2.0,N,1.3
2015011003,98,36,WNW,2.2,N,1
2015011004,95,38,W,2.5,NNE,1
2015011005,70,35,W,1.7,NE,0
2015011006,61,35,W,1.4,NNE,1.8
2015011007,59,39,N,0.3,WNW,0.5
2015011008,68,51,NNE,1.5,N,0.9
2015011009,73,45,NNE,1.7,N,0.3
2015011010,102,48,NNE,0.6,WSW,0.7
2015011011,120,63,SSW,2.0,NNW,0.9
2015011012,160,48,WSW,2.2,NW,1.2
2015011013,142,25,W,3.0,W,1.8
2015011014,80,36,W,6.2,W,6.4
2015011015,73,35,W,5.0,WSW,6.3
2015011016,73,14,W,4.7,W,4.8
2015011017,70,20,W,3.5,W,4.2
2015011018,76,16,WSW,3.1,NNW,1.4
2015011019,114,25,SW,2.8,N,1.6
2015011020,154,21,WSW,1.5,NE,0.9
2015011021,100,24,WSW,2.4,NE,2.1
2015011022,59,32,WSW,2.0,N,1.8
2015011023,64,27,WSW,0.9,NNE,2.7
2015011100,119,29,SW,1.3,NE,4
2015011101,61,25,SW,2.0,NE,5.1
2015011102,28,20,SW,1.5,NNE,5.1
2015011103,23,22,SW,1.3,NE,3.3
2015011104,16,25,SW,2.2,NE,3
2015011105,13,33,SW,2.9,NNE,2.2
2015011106,11,32,WNW,3.0,NNE,3.8
2015011107,13,54,W,5.0,NE,2.8
2015011108,12,65,WNW,4.2,NNE,3.9
2015011109,24,43,NW,3.5,NE,2
2015011110,20,44,W,4.4,N,1
2015011111,14,45,WNW,4.1,ENE,1.6
2015011112,10,52,WNW,4.8,NNE,2.1
2015011113,12,44,WNW,4.7,E,0.9
2015011114,11,49,WNW,4.1,SSW,2.1
2015011115,19,49,W,4.3,NNW,1.1
2015011116,26,49,WNW,3.7,WNW,0.7
2015011117,34,36,W,4.3,NNE,0.3
2015011118,46,38,WNW,5.7,SE,0.9
2015011119,71,43,WNW,6.0,SE,0.6
2015011120,90,48,WNW,2.8,W,0.4
2015011121,129,48,SSW,2.5,N,0
2015011122,166,57,SW,2.6,NNE,0.9
2015011123,221,50,NNW,1.8,SE,1.1
2015011200,206,48,NNE,2.1,SSE,1.7
2015011201,97,42,NE,2.3,SE,1
2015011202,127,38,WNW,2.6,ESE,1
2015011203,105,34,NNW,3.9,NNE,0.7
2015011204,96,29,NW,1.6,NE,0.8
2015011205,99,32,WNW,1.8,NNE,1
2015011206,107,30,NW,1.3,NNE,1.1
2015011207,122,34,N,0.4,ENE,0.8
2015011208,150,36,NNW,0.8,N,1.3
2015011209,161,36,NNE,1.0,N,1.2
2015011210,171,37,NNE,1.7,E,1
2015011211,185,48,NE,2.2,E,1.3
2015011212,159,43,E,2.2,S,2.5
2015011213,136,40,NE,0.8,S,2.4
2015011214,108,34,SW,2.9,SE,2.1
2015011215,91,40,WNW,3.1,SE,2.6
2015011216,85,46,W,2.7,ESE,1.7
2015011217,72,46,WNW,2.2,ESE,1.1
2015011218,70,45,WNW,2.2,E,0.7
2015011219,108,47,W,1.5,E,0.7
2015011220,135,50,W,1.8,NW,0.4
2015011221,125,62,W,2.1,NE,0.8
2015011222,155,57,W,0.8,ESE,0.9
2015011223,173,50,N,0.1,ENE,1
2015011300,184,54,NE,1.3,ENE,1.1
2015011301,179,51,NE,2.8,NNE,1.5
2015011302,166,50,NNE,1.4,NNE,1.7
2015011303,145,47,NNE,0.5,N,1.3
2015011304,128,45,NE,2.2,NNE,1.3
2015011305,142,50,NE,2.3,N,1
2015011306,136,50,NE,1.8,N,1
2015011307,118,54,NE,1.9,NNE,1.1
2015011308,116,46,ENE,2.0,NNE,1.3
2015011309,111,48,ENE,3.2,NNE,1.1
2015011310,120,62,E,2.2,NNE,1.5
2015011311,144,52,E,2.9,ESE,0.8
2015011312,123,49,ENE,2.2,N,0.5
2015011313,122,46,ENE,2.3,SSE,1.2
2015011314,122,47,NE,2.6,E,0.8
2015011315,129,37,NNE,1.1,ESE,1.4
2015011316,156,36,NE,2.1,SE,1.2
2015011317,181,59,NE,1.9,S,0.4
2015011318,177,49,NNE,0.7,N,0.1
2015011319,204,42,N,0.4,N,0.8
2015011320,246,47,WNW,0.6,N,1
2015011321,264,69,ENE,1.3,N,1
2015011322,282,66,NE,2.6,N,1
2015011323,268,63,NNE,1.4,NNE,1.3
2015011400,215,69,NNE,1.3,NA,0.9
2015011401,179,56,ENE,1.6,N,1.1
2015011402,192,66,NNE,0.8,NNW,0.9
2015011403,186,71,NNE,2.0,N,1.9
2015011404,172,65,NNE,1.2,N,1.5
2015011405,156,58,NNE,2.1,N,1.5
2015011406,149,60,NNE,0.7,NNW,1.7
2015011407,143,60,NNE,0.8,NW,2.2
2015011408,150,60,NNE,1.1,N,1.6
2015011409,148,58,NE,2.5,N,1.5
2015011410,152,56,NE,1.7,N,1.5
2015011411,164,67,ENE,1.4,N,1.8
2015011412,167,63,ENE,1.0,N,1.4
2015011413,165,81,NE,1.7,N,1.1
2015011414,164,74,SW,0.8,WNW,1.1
2015011415,164,84,WSW,2.3,NE,0.5
2015011416,165,104,WNW,1.8,NNE,0.8
2015011417,166,83,SW,1.9,NNE,1.1
2015011418,155,79,W,0.6,NNE,0.8
2015011419,155,81,W,1.4,W,0.6
2015011420,154,72,W,1.1,N,0.2
2015011421,158,85,NW,1.5,N,0
2015011422,172,94,N,0.5,N,0.4
2015011423,247,85,NE,1.7,N,0.2
2015011500,260,64,W,1.6,NNW,0.6
2015011501,235,58,WNW,0.8,N,0.1
2015011502,227,64,NNE,0.6,WNW,0.6
2015011503,359,52,ENE,2.6,S,0.3
2015011504,291,54,NW,0.6,NNE,1.5
2015011505,242,55,ENE,1.9,NNE,1.3
2015011506,214,41,ENE,2.3,N,0.8
2015011507,200,41,WNW,1.5,N,1.7
2015011508,207,43,W,1.7,NNE,1.2
2015011509,190,51,W,2.2,NNE,1.3
2015011510,219,54,SSW,0.5,ENE,1.3
2015011511,392,62,W,2.7,SSE,1.5
2015011512,434,78,SSW,1.9,SE,1.5
2015011513,450,79,SSW,2.9,SE,1.7
2015011514,416,65,WSW,3.5,ESE,1.4
2015011515,368,63,W,2.6,SSE,1.3
2015011516,366,45,WSW,3.9,SSE,1.9
2015011517,381,41,WNW,3.2,SSE,1.2
2015011518,382,58,W,4.4,SE,1.3
2015011519,470,62,W,2.8,SE,1.3
2015011520,508,58,W,1.9,N,0
2015011521,517,71,W,1.2,SE,0.7
2015011522,524,86,WNW,0.5,N,0
2015011523,498,84,WSW,2.1,NW,0.6
2015011600,498,92,WSW,1.7,SSW,0.8
2015011601,558,103,SW,1.9,NNE,0.7
2015011602,578,101,SSW,0.8,WSW,0.7
2015011603,641,97,SW,2.9,S,1
2015011604,622,104,WSW,2.0,NE,1.4
2015011605,624,96,SW,2.3,NNW,1.4
2015011606,613,92,WSW,0.9,WNW,3.7
2015011607,230,89,SSW,2.2,NW,3.3
2015011608,36,102,SW,2.9,W,3.4
2015011609,30,91,SW,5.6,NW,6.7
2015011610,75,94,WSW,3.5,WNW,9.2
2015011611,62,94,WSW,3.3,WNW,5.9
2015011612,8,69,WSW,5.6,WNW,5.4
2015011613,16,49,W,6.7,WNW,6.9
2015011614,18,55,WSW,4.9,WNW,5.3
2015011615,11,82,W,4.6,NW,5.7
2015011616,6,68,W,6.9,WNW,5.6
2015011617,7,65,W,5.7,WNW,4.1
2015011618,9,60,WSW,4.7,WNW,4.1
2015011619,15,62,W,5.4,NW,3.7
2015011620,11,63,WSW,5.7,NW,2.3
2015011621,14,84,WNW,6.1,NNW,0.8
2015011622,25,75,W,4.5,N,1.8
2015011623,14,92,W,4.9,NE,1.3
2015011700,16,97,W,5.5,N,1.1
2015011701,10,84,W,5.7,N,1.2
2015011702,9,82,W,6.2,N,1.4
2015011703,10,70,WNW,5.2,NE,2.6
2015011704,9,48,WNW,4.2,NNE,3.1
2015011705,9,31,NW,2.7,NNE,2.7
2015011706,6,28,W,2.5,N,1.2
2015011707,8,23,W,3.0,N,1.1
2015011708,11,27,W,2.9,N,0.6
2015011709,12,21,WNW,2.5,N,0.7
2015011710,16,23,NW,3.3,N,1.4
2015011711,31,32,WNW,4.0,W,1.4
2015011712,29,18,W,3.4,W,2.4
2015011713,41,13,W,4.7,SSW,2.2
2015011714,42,23,W,4.1,SSE,1.9
2015011715,55,30,NW,5.1,SW,2.2
2015011716,84,26,NW,2.8,SSW,1.4
2015011717,90,29,W,3.7,SSW,0.2
2015011718,96,25,WSW,2.6,ESE,0.4
2015011719,101,32,WSW,2.8,NNE,1.7
2015011720,98,32,W,3.2,NE,1.6
2015011721,93,28,W,2.6,ENE,0.9
2015011722,157,28,W,2.4,N,1.5
2015011723,140,27,WNW,1.4,NNE,2
2015011800,140,33,WNW,2.3,NNE,2
2015011801,147,28,WNW,1.9,N,0.5
2015011802,127.2,27,W,1.9,N,0.4
2015011803,111,25,WNW,1.2,N,0.8
2015011804,110,23,N,0.4,WNW,0.7
2015011805,117,29,NE,1.5,NNE,0.7
2015011806,102,28,NNE,1.7,SSE,0.4
2015011807,102,31,ENE,3.2,NNE,0.6
2015011808,80,28,NE,2.7,N,0.8
2015011809,79,36,NE,2.2,WSW,1.1
2015011810,89,35,NE,3.1,SSW,0.7
2015011811,139,34,ENE,2.4,E,0.7
2015011812,187,36,E,2.6,WNW,2.7
2015011813,179,32,E,1.3,W,7.5
2015011814,137,41,ENE,1.9,W,6.9
2015011815,81,42,S,2.8,W,8.1
2015011816,63,34,SSW,3.4,WNW,6.6
2015011817,41,35,SSW,3.5,WNW,3.9
2015011818,44,26,SSW,3.3,N,1.4
2015011819,43,20,SSE,1.2,NW,2.8
2015011820,39,39,S,0.7,NW,4.1
2015011821,76,38,SSW,2.8,NW,4
2015011822,39,30,SW,2.2,NW,5.2
2015011823,28,31,WSW,2.9,NW,3.8
2015011900,27,106,WSW,3.8,SW,0.9
2015011901,22,94,W,4.0,N,2
2015011902,19,71,SW,3.9,WSW,0.6
2015011903,21,59,W,3.6,NW,1.7
2015011904,19,63,W,3.9,NE,1.6
2015011905,13,81,W,3.8,NE,0.5
2015011906,18,90,W,3.4,N,1.1
2015011907,21,93,WSW,3.2,N,1
2015011908,23,87,WSW,2.4,NNE,0.8
2015011909,22,85,WSW,3.0,NNE,1.2
2015011910,25,86,W,3.4,N,1.4
2015011911,32,87,WNW,2.8,NE,0.9
2015011912,32,73,WNW,3.4,SSE,0.8
2015011913,28,61,W,5.8,SE,1.5
2015011914,46,63,NW,4.7,SSW,2.6
2015011915,89,61,NW,4.9,SSE,2.5
2015011916,75,58,NNW,2.9,SSE,3.2
2015011917,61,47,NNW,2.0,SE,1.4
2015011918,81,44,NW,2.0,ESE,0.9
2015011919,88,38,NW,4.3,ESE,1.6
2015011920,118,35,WNW,2.4,SE,2.2
2015011921,139,38,W,0.8,ESE,2
2015011922,97,38,W,1.3,ENE,1.5
2015011923,92,34,WNW,2.3,ENE,0.8
2015012000,90,31,NW,0.9,NE,0.4
2015012001,78,31,WNW,0.5,W,0.4
2015012002,73,29,N,0.2,NNE,1.3
2015012003,75,32,NNE,1.0,WNW,0.6
2015012004,70,35,NE,2.4,NNE,0.6
2015012005,85,33,NNE,2.7,NW,0.9
2015012006,102,41,NNE,1.2,N,0
2015012007,103,40,NE,1.9,NNE,1.1
2015012008,104,39,NNE,2.5,N,0.9
2015012009,98,44,NE,2.4,N,2
2015012010,104,52,NE,2.2,N,1.4
2015012011,91,55,NE,3.4,N,1.4
2015012012,90,47,NE,2.0,NNE,1.7
2015012013,96,48,NE,2.9,NNW,1.6
2015012014,88,44,NE,2.2,NNE,1.7
2015012015,84,56,ENE,2.0,NE,1.5
2015012016,86,34,ENE,2.1,ENE,1.4
2015012017,102,41,NE,1.8,NNE,1.3
2015012018,98,41,NE,0.9,NNW,0.4
2015012019,95,44,WNW,1.3,N,0.6
2015012020,117,50,ENE,2.0,SW,0.9
2015012021,156,69,ENE,2.5,W,0.7
2015012022,196,81,ENE,2.3,E,0.4
2015012023,261,76,ENE,2.3,N,1.5
2015012100,213,66,ENE,3.1,ENE,1.1
2015012101,155,50,ENE,3.4,NW,1.4
2015012102,74,43,ENE,3.1,N,1.2
2015012103,47,39,ENE,2.1,WNW,1.4
2015012104,44,46,ENE,1.6,NE,1.2
2015012105,39,46,ENE,1.8,NNW,1.5
2015012106,22,48,NE,1.5,WNW,1
2015012107,18,49,ENE,1.4,WNW,1.2
2015012108,17,52,NE,2.2,NE,0.9
2015012109,19,63,ENE,1.7,N,1.1
2015012110,20,57,NE,1.4,NNE,1
2015012111,22,52,ENE,3.3,N,2.5
2015012112,11,51,NE,3.1,NNE,3.1
2015012113,7,47,ENE,2.6,NNE,2.6
2015012114,7,40,ENE,2.7,NE,3.9
2015012115,6,59,NE,2.4,NE,2.2
2015012116,5,68,NE,2.5,NNE,2.1
2015012117,5,57,NE,2.3,N,0.3
2015012118,8,51,NNE,0.8,WNW,1.8
2015012119,33,57,WNW,1.2,SW,1.2
2015012120,66,70,W,0.5,W,0.8
2015012121,87,70,W,1.9,N,0.2
2015012122,97,95,W,1.2,WSW,2.2
2015012123,90,83,WNW,1.4,SSW,0.6
2015012200,87,75,W,1.0,NNE,0.7
2015012201,73,70,N,0.2,WNW,0.6
2015012202,46,65,WSW,1.4,NE,0.8
2015012203,49,65,E,1.1,NNE,1.3
2015012204,37,40,N,0.4,N,1
2015012205,28,55,NNW,0.6,N,1.2
2015012206,28,50,WNW,1.8,N,1.4
2015012207,65,45,W,1.3,NNE,1.1
2015012208,78,44,W,0.9,NNE,1.5
2015012209,49,46,W,1.1,N,1.2
2015012210,47,52,W,1.5,NNE,1.2
2015012211,142,52,WNW,1.2,E,0.9
2015012212,184,38,ENE,1.9,ESE,0.8
2015012213,172,25,W,2.5,NE,0.9
2015012214,141,21,E,0.6,S,1.7
2015012215,158,34,E,1.3,SSW,1.4
2015012216,213,25,NE,1.8,ESE,0.9
2015012217,236,33,NNE,1.3,E,1.1
2015012218,237,25,NNW,2.1,NE,0.8
2015012219,260,26,WNW,1.6,E,0.8
2015012220,271,25,NNE,0.7,NNE,0.7
2015012221,271,32,WNW,1.3,NNE,1.2
2015012222,260,36,WNW,1.3,NNE,0.7
2015012223,261,30,ENE,2.1,N,1.2
2015012300,261,31,ENE,2.9,NNE,1.6
2015012301,252,35,ENE,1.9,N,1.6
2015012302,210,32,ENE,2.4,N,1
2015012303,197,30,NE,2.2,N,1.4
2015012304,204,22,ENE,2.5,N,0.6
2015012305,201,21,NE,2.1,N,1.3
2015012306,195,26,NE,2.3,NNW,0.8
2015012307,182,22,ENE,2.7,N,1
2015012308,179,26,NE,3.3,N,0.9
2015012309,166,33,NE,2.3,N,1.1
2015012310,173,34,SE,1.1,N,1.1
2015012311,188,42,SSW,2.5,NE,1.8
2015012312,163,63,SW,3.3,NNE,1.2
2015012313,149,76,WSW,4.0,NNW,0.6
2015012314,160,77,SW,4.0,W,1.1
2015012315,176,66,SSW,2.4,W,1.3
2015012316,185,54,SW,4.8,WNW,0.7
2015012317,198,47,SSW,4.1,NNW,0.5
2015012318,223,38,WSW,3.6,WNW,0.7
2015012319,250,32,WNW,3.3,WSW,0.7
2015012320,243,27,W,2.2,NE,0.2
2015012321,250,36,NW,1.7,NNE,0.8
2015012322,249,34,WNW,2.1,N,1.1
2015012323,251,31,SSW,1.1,NNW,1.1
2015012400,219,35,N,0.2,NNE,2.4
2015012401,80,36,WNW,0.5,NE,3
2015012402,26,33,WSW,2.8,NE,2.2
2015012403,10,35,WSW,1.9,NNE,2.1
2015012404,10,36,W,1.3,NNE,3.1
2015012405,5,39,N,0.3,NE,2.6
2015012406,6,34,ENE,0.5,ENE,2.5
2015012407,40,36,NNE,1.0,SE,1
2015012408,176,42,NE,2.4,NW,0.6
2015012409,203,43,NE,1.8,WNW,1
2015012410,219,46,NNE,1.0,E,1.1
2015012411,182,48,S,1.5,SW,1.7
2015012412,190,44,SSW,2.2,S,1.7
2015012413,196,43,WNW,3.0,SW,1.1
2015012414,205,49,WSW,3.4,WSW,2
2015012415,176,58,W,2.4,SW,1.3
2015012416,163,56,WNW,3.6,W,0.7
2015012417,147,56,WSW,2.3,NW,1
2015012418,132,60,WNW,1.9,WNW,1.7
2015012419,92,51,WNW,2.3,NNE,2.2
2015012420,81,71,SSW,0.9,N,1.4
2015012421,67,83,WNW,0.7,NE,0.5
2015012422,87,81,N,0.9,SSE,1.2
2015012423,116,70,NE,1.8,SSE,0.9
2015012500,135,70,NE,2.1,SSE,1.1
2015012501,136,77,NE,1.3,SE,0.6
2015012502,140,74,ENE,2.3,S,0.7
2015012503,109,71,NE,2.3,ESE,0.5
2015012504,102,73,ENE,2.9,SE,0.5
2015012505,126,68,ENE,4.1,ESE,0.8
2015012506,121,71,ENE,3.4,ESE,0.5
2015012507,132,65,ENE,3.1,SE,0.2
2015012508,124,66,ENE,2.6,SSE,0.7
2015012509,116,65,ENE,4.2,N,0
2015012510,129,63,ENE,3.9,S,0.8
2015012511,156,87,ENE,3.8,S,1.4
2015012512,165,82,ENE,3.5,SW,1.1
2015012513,160,75,ENE,2.8,NNE,1.7
2015012514,164,63,E,4.8,NE,1.3
2015012515,171,63,ENE,4.0,N,1.4
2015012516,184,67,ENE,3.3,NNE,1.8
2015012517,197,49,ENE,4.5,NE,1.5
2015012518,177,45,ENE,4.7,NE,1.3
2015012519,171,46,ENE,4.8,NNE,1.4
2015012520,184,39,ENE,4.7,E,0.8
2015012521,191,48,ENE,3.9,SE,0.8
2015012522,211,55,ENE,3.6,SE,0.6
2015012523,227,45,ENE,3.6,N,0.7
2015012600,268,32,ENE,3.2,N,0.4
2015012601,256,33,ENE,3.3,NNE,0.8
2015012602,283,29,ENE,2.5,N,1.5
2015012603,297,20,ENE,2.4,N,0.9
2015012604,270,18,ENE,1.7,NNE,0.8
2015012605,180,17,NNE,0.6,N,1.4
2015012606,157,19,NNE,0.6,WNW,1.9
2015012607,158,17,WNW,1.9,N,2.5
2015012608,139,23,W,0.9,WNW,2.7
2015012609,175,30,NE,1.8,NW,2.8
2015012610,168,30,W,1.1,ENE,2.2
2015012611,136,42,W,1.5,NE,2.1
2015012612,87,42,W,1.8,NNE,1.5
2015012613,23,42,WNW,4.0,NNE,5.2
2015012614,10,43,NW,3.5,NE,4.1
2015012615,9,28,W,3.8,NE,5
2015012616,8,19,WNW,4.8,NE,3.3
2015012617,8,25,W,4.4,N,1.7
2015012618,8,49,WNW,2.5,NW,2.4
2015012619,14,60,W,5.4,NW,3.3
2015012620,14,70,WNW,3.8,NW,2.6
